CMDLINE /home/dju/miniconda3/envs/retrisound/bin/python test.py
MEM 33354.128906 1721051387.8604
MEM 32254.402344 1721051387.9608
MEM 32254.402344 1721051388.0612
MEM 32254.402344 1721051388.1616
MEM 32254.402344 1721051388.2620
MEM 32254.402344 1721051388.3624
MEM 32271.269531 1721051388.4628
MEM 32276.253906 1721051388.5632
MEM 32280.253906 1721051388.6636
MEM 32283.375000 1721051388.7640
MEM 32288.417969 1721051388.8645
MEM 32288.804688 1721051388.9649
MEM 32288.804688 1721051389.0653
MEM 32289.058594 1721051389.1657
MEM 32289.976562 1721051389.2662
MEM 32291.066406 1721051389.3666
MEM 32293.531250 1721051389.4672
MEM 32295.386719 1721051389.5676
MEM 32296.992188 1721051389.6681
MEM 32297.140625 1721051389.7686
MEM 32297.707031 1721051389.8691
MEM 32297.820312 1721051389.9695
MEM 32298.691406 1721051390.0699
MEM 32300.222656 1721051390.1704
MEM 32301.441406 1721051390.2708
MEM 32302.484375 1721051390.3713
MEM 32303.613281 1721051390.4718
MEM 32304.726562 1721051390.5721
MEM 32305.441406 1721051390.6726
MEM 32305.441406 1721051390.7729
MEM 32306.277344 1721051390.8733
MEM 32306.695312 1721051390.9738
MEM 32307.320312 1721051391.0741
MEM 32307.843750 1721051391.1744
MEM 32308.375000 1721051391.2748
MEM 32309.050781 1721051391.3753
MEM 32309.824219 1721051391.4756
MEM 32310.578125 1721051391.5760
MEM 32312.019531 1721051391.6763
MEM 32314.500000 1721051391.7766
MEM 32317.984375 1721051391.8769
MEM 32320.941406 1721051391.9772
MEM 32324.523438 1721051392.0774
MEM 32326.765625 1721051392.1778
MEM 32330.003906 1721051392.2781
MEM 32331.449219 1721051392.3784
MEM 32334.593750 1721051392.4788
MEM 32334.910156 1721051392.5792
MEM 32335.121094 1721051392.6797
MEM 32335.210938 1721051392.7801
MEM 32335.406250 1721051392.8805
MEM 32336.035156 1721051392.9809
MEM 32337.652344 1721051393.0812
MEM 32337.953125 1721051393.1818
MEM 32338.058594 1721051393.2823
MEM 32338.363281 1721051393.3826
MEM 32339.066406 1721051393.4830
MEM 32339.390625 1721051393.5834
MEM 32340.058594 1721051393.6837
MEM 32341.027344 1721051393.7842
MEM 32342.128906 1721051393.8846
MEM 32343.734375 1721051393.9850
MEM 32343.835938 1721051394.0855
MEM 32345.925781 1721051394.1860
MEM 32350.234375 1721051394.2864
MEM 32352.273438 1721051394.3868
MEM 32366.968750 1721051394.4873
MEM 32361.558594 1721051394.5877
MEM 32361.558594 1721051394.6881
MEM 32362.070312 1721051394.7886
MEM 32362.070312 1721051394.8890
MEM 32362.070312 1721051394.9895
MEM 32362.070312 1721051395.0898
MEM 32364.390625 1721051395.1903
MEM 32365.679688 1721051395.2907
MEM 32366.968750 1721051395.3912
MEM 32368.515625 1721051395.4917
MEM 32369.804688 1721051395.5922
MEM 32373.414062 1721051395.6927
MEM 32374.175781 1721051395.7932
MEM 32375.207031 1721051395.8936
MEM 32375.722656 1721051395.9940
MEM 32376.238281 1721051396.0943
MEM 32377.011719 1721051396.1946
MEM 32378.042969 1721051396.2951
MEM 32378.867188 1721051396.3954
MEM 32378.539062 1721051396.4959
MEM 32378.539062 1721051396.5963
MEM 32378.539062 1721051396.6966
MEM 32378.539062 1721051396.7969
MEM 32378.539062 1721051396.8971
MEM 32378.550781 1721051396.9975
MEM 32378.550781 1721051397.0978
MEM 32378.550781 1721051397.1981
MEM 32378.550781 1721051397.2984
MEM 32378.550781 1721051397.3987
MEM 32378.550781 1721051397.4992
MEM 32378.550781 1721051397.5995
MEM 32378.550781 1721051397.6997
MEM 32378.550781 1721051397.8001
MEM 32378.550781 1721051397.9005
MEM 32378.550781 1721051398.0009
MEM 32378.550781 1721051398.1012
MEM 32378.550781 1721051398.2016
MEM 32378.550781 1721051398.3019
MEM 32378.550781 1721051398.4022
MEM 32378.550781 1721051398.5024
MEM 32378.550781 1721051398.6027
MEM 32378.550781 1721051398.7031
MEM 32378.550781 1721051398.8034
MEM 32378.550781 1721051398.9038
MEM 32378.550781 1721051399.0040
MEM 32378.550781 1721051399.1044
MEM 32378.550781 1721051399.2048
MEM 32378.550781 1721051399.3050
MEM 32378.550781 1721051399.4053
MEM 32378.550781 1721051399.5056
MEM 32378.550781 1721051399.6060
MEM 32378.550781 1721051399.7063
MEM 32378.550781 1721051399.8067
MEM 32378.550781 1721051399.9071
MEM 32378.550781 1721051400.0074
MEM 32378.550781 1721051400.1077
MEM 32378.550781 1721051400.2080
MEM 32378.550781 1721051400.3082
MEM 32378.550781 1721051400.4085
MEM 32378.550781 1721051400.5088
MEM 32378.550781 1721051400.6092
MEM 32378.550781 1721051400.7095
MEM 32378.550781 1721051400.8098
MEM 32378.550781 1721051400.9100
MEM 32378.550781 1721051401.0104
MEM 32378.550781 1721051401.1108
MEM 32378.550781 1721051401.2110
MEM 32378.550781 1721051401.3114
MEM 32378.550781 1721051401.4117
MEM 32378.550781 1721051401.5121
MEM 32378.550781 1721051401.6124
MEM 32378.550781 1721051401.7126
MEM 32378.550781 1721051401.8129
MEM 32378.550781 1721051401.9132
MEM 32378.554688 1721051402.0136
MEM 32378.554688 1721051402.1139
MEM 32378.554688 1721051402.2143
MEM 32378.554688 1721051402.3146
MEM 32378.554688 1721051402.4150
MEM 32378.554688 1721051402.5151
MEM 32378.554688 1721051402.6154
MEM 32378.554688 1721051402.7158
MEM 32378.554688 1721051402.8162
MEM 32378.554688 1721051402.9165
MEM 32378.554688 1721051403.0169
MEM 32378.554688 1721051403.1172
MEM 32378.554688 1721051403.2174
MEM 32378.554688 1721051403.3178
MEM 32378.554688 1721051403.4181
MEM 32378.554688 1721051403.5183
MEM 32378.554688 1721051403.6187
MEM 32378.554688 1721051403.7190
MEM 32378.554688 1721051403.8193
MEM 32378.554688 1721051403.9197
MEM 32378.554688 1721051404.0200
MEM 32378.554688 1721051404.1204
MEM 32378.554688 1721051404.2208
MEM 32378.554688 1721051404.3210
MEM 32378.730469 1721051404.4212
MEM 32378.730469 1721051404.5216
MEM 32378.730469 1721051404.6220
MEM 32378.730469 1721051404.7224
MEM 32378.730469 1721051404.8228
MEM 32378.730469 1721051404.9231
MEM 32378.730469 1721051405.0235
MEM 32378.730469 1721051405.1240
MEM 32378.730469 1721051405.2244
MEM 32378.730469 1721051405.3249
MEM 32378.730469 1721051405.4253
MEM 32378.730469 1721051405.5257
MEM 32378.730469 1721051405.6262
MEM 32378.730469 1721051405.7266
MEM 32378.730469 1721051405.8271
MEM 32378.730469 1721051405.9274
MEM 32378.730469 1721051406.0279
MEM 32378.730469 1721051406.1283
MEM 32378.730469 1721051406.2288
MEM 32378.730469 1721051406.3292
MEM 32378.730469 1721051406.4296
MEM 32378.730469 1721051406.5301
MEM 32378.730469 1721051406.6305
MEM 32378.730469 1721051406.7310
MEM 32378.730469 1721051406.8314
MEM 32378.730469 1721051406.9318
MEM 32378.730469 1721051407.0321
MEM 32378.730469 1721051407.1326
MEM 32378.730469 1721051407.2330
MEM 32378.730469 1721051407.3335
MEM 32378.730469 1721051407.4338
MEM 32378.730469 1721051407.5342
MEM 32378.730469 1721051407.6345
MEM 32378.730469 1721051407.7349
MEM 32378.730469 1721051407.8353
MEM 32378.730469 1721051407.9357
MEM 32378.730469 1721051408.0361
MEM 32378.730469 1721051408.1365
MEM 32378.730469 1721051408.2369
MEM 32378.730469 1721051408.3374
MEM 32378.730469 1721051408.4378
MEM 32378.730469 1721051408.5382
MEM 32378.730469 1721051408.6387
MEM 32378.730469 1721051408.7391
MEM 32378.730469 1721051408.8395
MEM 32378.730469 1721051408.9400
MEM 32378.730469 1721051409.0404
MEM 32378.730469 1721051409.1409
MEM 32378.730469 1721051409.2413
MEM 32378.730469 1721051409.3417
MEM 32378.730469 1721051409.4421
MEM 32378.730469 1721051409.5426
MEM 32378.730469 1721051409.6430
MEM 32378.730469 1721051409.7434
MEM 32378.730469 1721051409.8438
MEM 32378.730469 1721051409.9442
MEM 32378.730469 1721051410.0446
MEM 32378.730469 1721051410.1451
MEM 32378.730469 1721051410.2455
MEM 32378.730469 1721051410.3458
MEM 32378.730469 1721051410.4462
MEM 32378.730469 1721051410.5466
MEM 32378.730469 1721051410.6470
MEM 32378.730469 1721051410.7475
MEM 32378.730469 1721051410.8479
MEM 32378.730469 1721051410.9483
MEM 32378.730469 1721051411.0488
MEM 32378.730469 1721051411.1492
MEM 32378.730469 1721051411.2496
MEM 32378.730469 1721051411.3500
MEM 32378.730469 1721051411.4505
MEM 32378.730469 1721051411.5509
MEM 32378.730469 1721051411.6513
MEM 32378.730469 1721051411.7518
MEM 32378.730469 1721051411.8522
MEM 32378.730469 1721051411.9526
MEM 32378.730469 1721051412.0531
MEM 32378.730469 1721051412.1534
MEM 32378.730469 1721051412.2540
MEM 32378.730469 1721051412.3544
MEM 32378.730469 1721051412.4548
MEM 32378.730469 1721051412.5552
MEM 32378.730469 1721051412.6556
MEM 32378.730469 1721051412.7561
MEM 32378.730469 1721051412.8564
MEM 32378.730469 1721051412.9568
MEM 32378.730469 1721051413.0573
MEM 32378.730469 1721051413.1577
MEM 32378.730469 1721051413.2581
MEM 32378.730469 1721051413.3585
MEM 32378.730469 1721051413.4589
MEM 32378.730469 1721051413.5592
MEM 32378.730469 1721051413.6597
MEM 32378.730469 1721051413.7600
MEM 32378.730469 1721051413.8605
MEM 32378.730469 1721051413.9609
MEM 32378.730469 1721051414.0613
MEM 32378.730469 1721051414.1617
MEM 32378.730469 1721051414.2622
MEM 32378.730469 1721051414.3626
MEM 32378.730469 1721051414.4630
MEM 32378.730469 1721051414.5634
MEM 32378.730469 1721051414.6638
MEM 32378.730469 1721051414.7642
MEM 32378.730469 1721051414.8647
MEM 32378.730469 1721051414.9651
MEM 32378.730469 1721051415.0655
MEM 32378.730469 1721051415.1660
MEM 32378.730469 1721051415.2664
MEM 32378.730469 1721051415.3668
MEM 32378.726562 1721051415.4671
MEM 32378.726562 1721051415.5675
MEM 32378.726562 1721051415.6679
MEM 32378.726562 1721051415.7683
MEM 32378.726562 1721051415.8687
MEM 32378.726562 1721051415.9692
MEM 32378.726562 1721051416.0695
MEM 32378.726562 1721051416.1699
MEM 32378.726562 1721051416.2703
MEM 32378.726562 1721051416.3707
MEM 32378.726562 1721051416.4711
MEM 32378.726562 1721051416.5715
MEM 32378.726562 1721051416.6720
MEM 32378.726562 1721051416.7724
MEM 32378.726562 1721051416.8729
MEM 32378.726562 1721051416.9732
MEM 32378.726562 1721051417.0736
MEM 32378.726562 1721051417.1740
MEM 32378.726562 1721051417.2745
MEM 32378.726562 1721051417.3750
MEM 32378.726562 1721051417.4753
MEM 32378.726562 1721051417.5758
MEM 32378.726562 1721051417.6762
MEM 32378.726562 1721051417.7766
MEM 32378.726562 1721051417.8771
MEM 32378.726562 1721051417.9775
MEM 32378.726562 1721051418.0779
MEM 32378.726562 1721051418.1784
MEM 32378.726562 1721051418.2788
MEM 32378.726562 1721051418.3793
MEM 32378.726562 1721051418.4797
MEM 32378.726562 1721051418.5802
MEM 32378.726562 1721051418.6805
MEM 32378.726562 1721051418.7809
MEM 32378.671875 1721051418.8813
MEM 32376.835938 1721051418.9817
MEM 32376.773438 1721051419.0821
MEM 32376.773438 1721051419.1824
MEM 32376.773438 1721051419.2828
MEM 32375.414062 1721051419.3832
MEM 32375.414062 1721051419.4837
MEM 32375.414062 1721051419.5841
MEM 32375.414062 1721051419.6845
MEM 32368.363281 1721051419.7850
MEM 32368.363281 1721051419.8854
MEM 32368.363281 1721051419.9858
MEM 32368.363281 1721051420.0861
MEM 32368.363281 1721051420.1865
MEM 32368.363281 1721051420.2869
MEM 32368.363281 1721051420.3873
MEM 32368.363281 1721051420.4877
MEM 32368.363281 1721051420.5882
MEM 32368.363281 1721051420.6886
MEM 32368.363281 1721051420.7890
MEM 32368.363281 1721051420.8894
MEM 32368.363281 1721051420.9898
MEM 32368.363281 1721051421.0901
MEM 32368.363281 1721051421.1906
MEM 32368.363281 1721051421.2910
MEM 32368.363281 1721051421.3915
MEM 32368.363281 1721051421.4919
MEM 32368.363281 1721051421.5923
MEM 32368.363281 1721051421.6927
MEM 32368.363281 1721051421.7932
